Estudiante.id,Estudiante.userName,Estudiante.PE,Estudiante.idCurso,Estudiante.prof,Estudiante.seccion,Estudiante.initDate,Estudiante.endDate,Estudiante.periodo
1942,428151282,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1943,428154181,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1944,428154684,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1945,428155888,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1946,428160286,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1947,428163288,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1948,428164880,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1949,428165383,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1950,428165781,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1951,428167081,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1952,428169084,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1953,428170385,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1954,428172087,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1955,428172189,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1956,428173581,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1957,428174188,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1958,428174685,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1959,428175783,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1960,428178088,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1961,428178383,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1962,428178781,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1963,428185487,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1964,428194787,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1965,428198181,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1966,428206582,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1967,428208287,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1968,428235488,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1969,428235881,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1970,428280089,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1971,428290886,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1972,428311181,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1973,428370587,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1974,428372182,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1975,428381982,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1976,428384580,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1977,428403686,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1978,428404388,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1979,428407188,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1980,428413889,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1981,428454284,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1982,428459484,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1983,428492188,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1984,428494282,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1985,428494783,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1986,428500784,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1987,428508388,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1988,428528285,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1989,428534689,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1990,428538981,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1991,428549684,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1992,428558980,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1993,428562285,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1994,428569589,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1995,428576582,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1996,428578481,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1997,428578985,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1998,428585083,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
1999,428589382,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2000,428590987,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2001,428598186,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2002,428598688,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2003,428600681,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2004,428607785,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2005,428610489,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2006,428610587,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2007,428610980,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2008,428612583,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2009,428615483,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2010,428620081,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2011,428620386,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2012,428624284,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2013,428632080,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2014,428633187,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2015,428636388,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2016,428637186,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2017,428637487,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2018,428639685,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2019,428640384,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2020,428641187,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2021,428641380,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2022,428641783,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2023,428642285,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2024,428644480,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2025,428646080,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2026,428646385,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2027,428647882,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2028,428648184,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2029,428649088,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2030,428649280,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2031,428649884,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2032,428650982,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2033,428652081,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2034,428653086,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2035,428653381,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2036,428654082,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2037,428654789,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2038,428656680,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2039,428656888,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2040,428658584,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2041,428658681,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2042,428659189,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2043,428661184,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2044,428661580,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2045,428661987,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2046,428662089,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2047,428662281,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2048,428662782,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2049,428662880,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2050,428664088,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2051,428676383,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2052,428697189,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2053,428711580,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2054,428719480,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2055,428751182,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2056,428762786,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2057,428770281,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2058,428783280,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2059,428784389,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2060,428790684,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2061,428791484,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2062,428804186,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2063,428825487,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2064,428828284,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2065,428833088,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2066,428835288,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2067,428839281,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2068,428843586,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2069,428860080,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2070,428863683,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2071,428939486,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2072,428951283,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2073,428955385,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2074,428960084,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2075,428961181,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2076,428971482,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2077,428973887,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2078,428978186,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2079,428979886,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2080,428988185,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2081,428988982,TA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2082,428990284,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2083,428992080,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2084,428994580,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2085,428997384,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2086,429005389,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2087,429010582,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2088,429015486,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2089,429017580,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2090,429023685,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2091,429025480,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2092,429028385,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2093,429030387,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2094,429033786,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2095,429033985,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2096,429035981,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2097,429036489,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2098,429039887,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2099,429039989,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2100,429040889,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2101,429042981,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2102,429044587,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2103,429046585,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2104,429047785,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2105,429048884,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2106,429048982,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2107,429052185,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2108,429053388,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2109,429057182,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2110,429058983,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2111,429062681,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2112,429063488,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2113,429063586,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2114,429064289,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2115,429064580,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2116,429066785,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2117,429067585,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2118,429071685,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2119,429077686,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2120,429077981,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2121,429080086,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2122,429082888,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2123,429083983,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2124,429084288,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2125,429084889,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2126,429087088,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2127,429088887,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2128,429090287,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2129,429090985,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2130,429091083,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2131,429091582,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2132,429092086,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2133,429092188,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2134,429092283,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2135,429093289,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2136,429094282,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2137,429094783,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2138,429095186,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2139,429095281,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2140,429095585,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2141,429095983,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2142,429096280,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2143,429097886,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2144,429100883,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2145,429101589,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2146,429102889,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2147,429103380,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2148,429104386,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2149,429104682,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2150,429104885,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2151,429105082,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2152,429105886,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2153,429108888,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2154,429110483,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2155,429178183,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2156,429192487,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2157,429192880,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2158,429199286,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2159,429200682,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2160,429244481,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2161,429256482,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2162,429263584,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2163,429275085,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2164,429276585,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2165,429282188,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2166,429285281,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2167,429288087,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2168,429295580,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2169,429296886,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2170,429300388,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2171,429330380,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2172,429346989,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2173,429357088,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2174,429365282,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2175,429366585,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2176,429371788,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2177,429383083,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2178,429398584,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2179,429438684,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2180,429454987,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2181,429456582,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2182,429457880,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2183,429459685,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2184,429462185,IL,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2185,429462982,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2186,429473482,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2187,429487584,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2188,429495583,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2189,429523889,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2190,429538289,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2191,429577985,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2192,429735886,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2193,429747188,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2194,429747381,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2195,429781285,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2196,429801980,IA,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2197,429808082,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2198,429811989,ID,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2199,429834983,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2200,429840987,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2201,429849082,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2202,429887281,IE,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2203,429893886,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2204,429965182,GA,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2205,429965985,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2206,430006988,TS,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2207,430011583,II,1,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2208,430031582,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2209,430036383,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2210,430042384,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
2211,430082788,NI,3,<NULL>,<NULL>,02/08/2019 13:23,<NULL>,ver2018
